ResponseTimestamp,VehicleRef,Latitude,Longitude,Destination,Origin
2024-05-08T13:00:08.694-04:00,MTA NYCT_9744,40.83066,-73.947451,MIDTOWN  32 ST & 5 AV via BWAY 5 AV,MTA_403835
2024-05-08T13:00:08.694-04:00,MTA NYCT_9761,40.746873,-73.984858,MIDTOWN  32 ST & 5 AV via BWAY 5 AV,MTA_403835
2024-05-08T13:00:08.694-04:00,MTA NYCT_9871,40.793413,-73.949644,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9900,40.826733,-73.950111,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9444,40.772705,-73.964747,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9815,40.80404,-73.966415,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9773,40.801242,-73.959854,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9457,40.834352,-73.944773,MIDTOWN  32 ST & 5 AV via BWAY 5 AV,MTA_403835
2024-05-08T13:00:08.694-04:00,MTA NYCT_4699,40.75628,-73.97884,MIDTOWN  32 ST & 5 AV via BWAY 5 AV,MTA_403835
2024-05-08T13:00:08.694-04:00,MTA NYCT_9868,40.767022,-73.970995,MIDTOWN  32 ST & 5 AV via BWAY 5 AV,MTA_403835
2024-05-08T13:00:08.694-04:00,MTA NYCT_9895,40.774675,-73.965409,MIDTOWN  32 ST & 5 AV via BWAY 5 AV,MTA_403835
2024-05-08T13:00:08.694-04:00,MTA NYCT_9884,40.828806,-73.948591,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_903236
2024-05-08T13:00:08.694-04:00,MTA NYCT_9616,40.851956,-73.93789,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9600,40.836746,-73.944415,MIDTOWN  32 ST & 5 AV via BWAY 5 AV,MTA_403835
2024-05-08T13:00:08.694-04:00,MTA NYCT_9853,40.819832,-73.955136,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9417,40.83146,-73.94687,MIDTOWN  32 ST & 5 AV via BWAY 5 AV,MTA_403835
2024-05-08T13:00:08.694-04:00,MTA NYCT_9899,40.835624,-73.943615,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9869,40.765153,-73.970265,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9423,40.863988,-73.931701,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9896,40.795371,-73.950312,MIDTOWN  32 ST & 5 AV via BWAY 5 AV,MTA_403835
2024-05-08T13:00:08.694-04:00,MTA NYCT_9813,40.844365,-73.940932,WSHNGTN HTS CLOISTRS via MADISN via BWAY,MTA_400353
2024-05-08T13:00:08.694-04:00,MTA NYCT_9844,40.785331,-73.95764,MIDTOWN  32 ST & 5 AV via BWAY 5 AV,MTA_403835
